var	ctrl	d3g1lg4	d3g2l
Variant_013176	19	13	8
Variant_013177	75	60	25
Variant_013178	35	24	22
Variant_013179	25	14	10
Variant_013180	19	9	6
Variant_013181	39	27	15
Variant_013182	23	9	2
Variant_013183	28	5	3
Variant_013184	10	7	3
Variant_013185	157	228	116
Variant_013186	114	140	96
Variant_013187	70	123	64
Variant_013188	58	86	31
Variant_013189	90	91	58
Variant_013190	71	64	48
Variant_013191	66	66	45
Variant_013192	45	28	12
Variant_013193	77	79	51
Variant_013194	38	43	19
Variant_013195	41	46	36
Variant_013196	19	14	5
Variant_013197	102	46	40
Variant_013198	52	44	12
Variant_013199	50	11	6
Variant_013200	39	15	7
Variant_013201	94	160	127
Variant_013202	62	153	97
Variant_013203	50	52	25
Variant_013204	37	48	52
Variant_013205	61	37	18
Variant_013206	36	28	14
Variant_013207	35	14	7
Variant_013208	19	27	13
Variant_013209	71	50	24
Variant_013210	24	11	6
Variant_013211	33	20	10
Variant_013212	19	35	12
Variant_013213	81	31	17
Variant_013214	28	29	24
Variant_013215	35	17	12
Variant_013216	16	31	25
Variant_013217	119	147	74
Variant_013218	67	106	64
Variant_013219	73	83	58
Variant_013220	40	38	33
Variant_013221	88	38	26
Variant_013222	30	28	9
Variant_013223	36	40	21
Variant_013224	21	7	5
Variant_013225	83	50	28
Variant_013226	36	35	13
Variant_013227	30	16	11
Variant_013228	13	8	6
Variant_013229	58	32	15
Variant_013230	30	15	11
Variant_013231	37	9	6
Variant_013232	15	24	17
Variant_013233	110	126	62
Variant_013234	64	68	51
Variant_013235	50	47	23
Variant_013236	29	45	27
Variant_013237	79	45	22
Variant_013238	57	29	10
Variant_013239	27	15	5
Variant_013240	17	8	6
Variant_013241	72	50	25
Variant_013242	35	22	3
Variant_013243	40	18	17
Variant_013244	27	14	4
Variant_013245	59	19	14
Variant_013246	25	23	19
Variant_013247	25	13	3
Variant_013248	13	3	0
Variant_013249	302	375	218
Variant_013250	155	300	172
Variant_013251	107	156	104
Variant_013252	72	89	55
Variant_013253	192	133	98
Variant_013254	115	96	49
Variant_013255	96	100	45
Variant_013256	56	25	14
Variant_013257	166	106	67
Variant_013258	84	46	27
Variant_013259	69	55	44
Variant_013260	34	26	17
Variant_013261	166	116	57
Variant_013262	76	30	26
Variant_013263	89	43	23
Variant_013264	30	45	26
Variant_013265	170	204	128
Variant_013266	118	127	66
Variant_013267	83	101	47
Variant_013268	60	38	40
Variant_013269	149	73	50
Variant_013270	63	64	40
Variant_013271	62	31	19
Variant_013272	40	24	9
Variant_013273	170	132	87
Variant_013274	53	39	27
Variant_013275	55	38	24
Variant_013276	32	24	14
Variant_013277	128	68	33
Variant_013278	60	39	17
Variant_013279	67	31	19
Variant_013280	36	18	12
Variant_013281	258	276	161
Variant_013282	83	83	54
Variant_013283	117	103	69
Variant_013284	64	42	31
Variant_013285	158	52	28
Variant_013286	66	34	30
Variant_013287	63	38	24
Variant_013288	27	12	7
Variant_013289	147	88	45
Variant_013290	47	32	21
Variant_013291	58	21	17
Variant_013292	27	19	18
Variant_013293	103	55	22
Variant_013294	56	40	32
Variant_013295	55	19	19
Variant_013296	37	9	9
Variant_013297	227	283	157
Variant_013298	87	106	59
Variant_013299	84	56	33
Variant_013300	55	49	31
Variant_013301	149	101	70
Variant_013302	60	20	10
Variant_013303	60	30	18
Variant_013304	30	28	17
Variant_013305	165	88	59
Variant_013306	61	46	30
Variant_013307	73	37	17
Variant_013308	39	16	5
Variant_013309	84	23	14
Variant_013310	39	11	11
Variant_013311	52	15	5
Variant_013312	19	14	9
Variant_013313	54	76	36
Variant_013314	27	20	8
Variant_013315	28	28	16
Variant_013316	8	14	8
Variant_013317	34	13	7
Variant_013318	17	5	3
Variant_013319	15	10	6
Variant_013320	7	17	5
Variant_013321	26	22	14
Variant_013322	10	31	21
Variant_013323	9	22	13
Variant_013324	6	1	3
Variant_013325	25	24	11
Variant_013326	19	29	11
Variant_013327	10	0	0
Variant_013328	9	6	0
Variant_013329	43	45	30
Variant_013330	10	9	7
Variant_013331	14	2	5
Variant_013332	10	5	2
Variant_013333	18	14	11
Variant_013334	10	10	8
Variant_013335	14	6	5
Variant_013336	10	4	2
Variant_013337	23	20	7
Variant_013338	13	10	5
Variant_013339	12	7	2
Variant_013340	5	1	0
Variant_013341	12	14	4
Variant_013342	14	7	10
Variant_013343	6	3	3
Variant_013344	7	0	0
Variant_013345	32	28	18
Variant_013346	9	15	8
Variant_013347	14	6	5
Variant_013348	9	6	3
Variant_013349	16	21	11
Variant_013350	13	11	12
Variant_013351	19	12	8
Variant_013352	8	0	0
Variant_013353	32	9	7
Variant_013354	3	12	3
Variant_013355	10	6	6
Variant_013356	4	1	2
Variant_013357	18	10	2
Variant_013358	7	0	0
Variant_013359	8	11	5
Variant_013360	5	1	2
Variant_013361	31	9	8
Variant_013362	16	3	2
Variant_013363	12	3	0
Variant_013364	9	6	1
Variant_013365	27	17	8
Variant_013366	18	3	1
Variant_013367	10	9	2
Variant_013368	5	2	1
Variant_013369	20	18	12
Variant_013370	16	3	0
Variant_013371	11	1	3
Variant_013372	4	1	5
Variant_013373	13	5	1
Variant_013374	9	8	2
Variant_013375	6	3	1
Variant_013376	6	0	0
Variant_013377	97	97	82
Variant_013378	44	45	22
Variant_013379	52	53	31
Variant_013380	39	25	22
Variant_013381	67	62	37
Variant_013382	25	37	42
Variant_013383	31	40	23
Variant_013384	19	9	6
Variant_013385	50	28	16
Variant_013386	19	17	17
Variant_013387	17	23	12
Variant_013388	11	19	2
Variant_013389	56	43	32
Variant_013390	23	9	7
Variant_013391	36	11	4
Variant_013392	13	16	4
Variant_013393	55	35	35
Variant_013394	34	59	29
Variant_013395	49	22	11
Variant_013396	15	19	6
Variant_013397	40	25	8
Variant_013398	30	15	6
Variant_013399	27	11	13
Variant_013400	17	11	7
Variant_013401	62	25	38
Variant_013402	21	16	11
Variant_013403	30	9	8
Variant_013404	16	6	7
Variant_013405	35	27	11
Variant_013406	27	14	7
Variant_013407	19	2	2
Variant_013408	9	6	1
Variant_013409	84	74	39
Variant_013410	23	19	15
Variant_013411	31	32	27
Variant_013412	20	17	10
Variant_013413	51	13	8
Variant_013414	27	17	10
Variant_013415	26	23	13
Variant_013416	9	22	9
Variant_013417	50	50	41
Variant_013418	14	18	2
Variant_013419	21	19	7
Variant_013420	10	6	1
Variant_013421	30	11	7
Variant_013422	15	14	5
Variant_013423	12	2	2
Variant_013424	17	4	3
Variant_013425	68	26	18
Variant_013426	34	26	27
Variant_013427	33	13	7
Variant_013428	17	17	3
Variant_013429	52	17	6
Variant_013430	24	12	10
Variant_013431	22	4	4
Variant_013432	8	5	1
Variant_013433	43	24	21
Variant_013434	17	5	3
Variant_013435	25	11	8
Variant_013436	10	13	8
Variant_013437	38	3	4
Variant_013438	11	2	3
Variant_013439	17	8	3
Variant_013440	9	0	0
Variant_013441	85	107	71
Variant_013442	47	69	39
Variant_013443	38	48	27
Variant_013444	29	42	19
Variant_013445	58	42	37
Variant_013446	35	28	24
Variant_013447	31	26	12
Variant_013448	23	7	11
Variant_013449	51	80	30
Variant_013450	26	32	26
Variant_013451	14	15	11
Variant_013452	9	23	10
Variant_013453	57	53	32
Variant_013454	31	29	23
Variant_013455	20	10	8
Variant_013456	10	8	3
Variant_013457	48	58	43
Variant_013458	29	25	19
Variant_013459	19	36	20
Variant_013460	18	18	17
Variant_013461	42	23	14
Variant_013462	14	26	13
Variant_013463	18	7	6
Variant_013464	14	9	2
Variant_013465	45	27	19
Variant_013466	27	9	12
Variant_013467	20	10	6
Variant_013468	7	19	13
Variant_013469	42	23	5
Variant_013470	22	27	12
Variant_013471	18	13	10
Variant_013472	11	6	5
Variant_013473	68	62	42
Variant_013474	32	22	18
Variant_013475	27	37	18
Variant_013476	15	14	15
Variant_013477	64	20	9
Variant_013478	22	10	7
Variant_013479	17	18	17
Variant_013480	9	10	2
Variant_013481	53	41	34
Variant_013482	19	21	12
Variant_013483	17	9	5
Variant_013484	10	29	17
Variant_013485	26	16	12
Variant_013486	19	5	5
Variant_013487	19	18	3
Variant_013488	8	4	2
Variant_013489	54	37	16
Variant_013490	28	21	10
Variant_013491	25	23	9
Variant_013492	16	23	17
Variant_013493	39	15	6
Variant_013494	15	3	3
Variant_013495	18	8	4
Variant_013496	3	1	1
Variant_013497	37	17	10
Variant_013498	19	23	15
Variant_013499	23	12	6
Variant_013500	11	7	4
Variant_013501	31	7	8
Variant_013502	18	9	6
Variant_013503	19	3	4
Variant_013504	7	1	0
Variant_013505	116	145	84
Variant_013506	60	62	38
Variant_013507	63	94	72
Variant_013508	52	32	27
Variant_013509	107	70	60
Variant_013510	59	48	36
Variant_013511	48	55	25
Variant_013512	28	12	7
Variant_013513	85	107	62
Variant_013514	30	24	13
Variant_013515	26	33	27
Variant_013516	20	34	19
Variant_013517	74	82	43
Variant_013518	44	18	13
Variant_013519	43	14	10
Variant_013520	13	0	1
Variant_013521	106	118	75
Variant_013522	34	28	16
Variant_013523	30	17	16
Variant_013524	41	33	26
Variant_013525	72	21	18
Variant_013526	31	20	15
Variant_013527	21	10	5
Variant_013528	19	10	4
Variant_013529	83	36	22
Variant_013530	20	21	15
Variant_013531	35	20	10
Variant_013532	20	12	2
Variant_013533	61	37	23
Variant_013534	33	26	18
Variant_013535	33	7	5
Variant_013536	16	6	8
Variant_013537	126	56	52
Variant_013538	47	47	23
Variant_013539	44	36	33
Variant_013540	34	14	10
Variant_013541	72	44	18
Variant_013542	40	16	7
Variant_013543	46	21	12
Variant_013544	18	2	1
Variant_013545	83	98	72
Variant_013546	23	10	6
Variant_013547	31	6	6
Variant_013548	15	5	5
Variant_013549	52	58	35
Variant_013550	17	2	6
Variant_013551	22	35	17
Variant_013552	15	8	3
Variant_013553	103	49	27
Variant_013554	57	68	41
Variant_013555	55	30	26
Variant_013556	33	19	12
Variant_013557	58	18	8
Variant_013558	32	16	8
Variant_013559	30	13	5
Variant_013560	16	8	5
Variant_013561	76	48	17
Variant_013562	28	12	5
Variant_013563	31	34	13
Variant_013564	14	5	3
Variant_013565	39	25	19
Variant_013566	23	5	9
Variant_013567	28	7	4
Variant_013568	12	7	5
Variant_013569	57	104	69
Variant_013570	42	50	26
Variant_013571	31	67	32
Variant_013572	25	33	21
Variant_013573	51	37	17
Variant_013574	23	15	3
Variant_013575	25	24	11
Variant_013576	15	15	10
Variant_013577	25	28	16
Variant_013578	18	61	37
Variant_013579	17	20	11
Variant_013580	8	3	7
Variant_013581	32	13	13
Variant_013582	16	12	4
Variant_013583	19	18	8
Variant_013584	8	1	2
Variant_013585	49	48	32
Variant_013586	23	10	4
Variant_013587	14	14	9
Variant_013588	15	8	10
Variant_013589	29	19	9
Variant_013590	16	9	7
Variant_013591	7	4	4
Variant_013592	12	0	0
Variant_013593	38	17	7
Variant_013594	13	6	5
Variant_013595	13	13	4
Variant_013596	10	16	12
Variant_013597	25	19	20
Variant_013598	13	3	5
Variant_013599	13	8	5
Variant_013600	8	11	6
Variant_013601	54	45	20
Variant_013602	20	38	23
Variant_013603	19	33	15
Variant_013604	21	23	10
Variant_013605	41	14	10
Variant_013606	16	6	4
Variant_013607	22	9	3
Variant_013608	10	6	2
Variant_013609	38	49	29
Variant_013610	16	17	21
Variant_013611	20	14	7
Variant_013612	11	11	10
Variant_013613	30	27	8
Variant_013614	9	10	3
Variant_013615	17	4	2
Variant_013616	5	2	0
Variant_013617	55	23	18
Variant_013618	21	20	16
Variant_013619	20	8	3
Variant_013620	13	6	5
Variant_013621	29	6	5
Variant_013622	14	0	0
Variant_013623	16	4	2
Variant_013624	6	2	2
Variant_013625	26	26	9
Variant_013626	14	4	6
Variant_013627	18	15	2
Variant_013628	7	3	4
Variant_013629	16	1	1
Variant_013630	20	3	4
Variant_013631	8	2	2
Variant_013632	2	3	0
Variant_013633	101	123	67
Variant_013634	58	80	50
Variant_013635	55	87	49
Variant_013636	45	64	31
Variant_013637	99	74	37
Variant_013638	36	38	27
Variant_013639	34	52	23
Variant_013640	36	19	19
Variant_013641	62	87	36
Variant_013642	34	33	16
Variant_013643	29	56	47
Variant_013644	15	21	16
Variant_013645	82	36	11
Variant_013646	34	13	8
Variant_013647	44	19	15
Variant_013648	21	6	6
Variant_013649	66	64	46
Variant_013650	43	50	28
Variant_013651	44	36	18
Variant_013652	17	14	6
Variant_013653	60	38	25
Variant_013654	21	14	14
Variant_013655	23	9	10
Variant_013656	16	11	6
Variant_013657	56	68	50
Variant_013658	21	30	21
Variant_013659	34	16	24
Variant_013660	11	7	2
Variant_013661	54	26	21
Variant_013662	34	21	6
Variant_013663	36	16	6
Variant_013664	14	3	3
Variant_013665	109	89	53
Variant_013666	40	38	19
Variant_013667	41	40	25
Variant_013668	24	39	19
Variant_013669	74	39	31
Variant_013670	27	42	14
Variant_013671	28	21	9
Variant_013672	15	22	12
Variant_013673	63	66	53
Variant_013674	21	19	11
Variant_013675	27	36	11
Variant_013676	18	18	8
Variant_013677	41	19	11
Variant_013678	25	15	8
Variant_013679	21	3	4
Variant_013680	17	7	6
Variant_013681	94	63	35
Variant_013682	31	20	12
Variant_013683	36	18	6
Variant_013684	25	4	3
Variant_013685	49	17	14
Variant_013686	21	4	2
Variant_013687	22	5	5
Variant_013688	18	10	3
Variant_013689	53	17	18
Variant_013690	21	22	13
Variant_013691	41	15	9
Variant_013692	10	9	7
Variant_013693	45	19	15
Variant_013694	15	16	14
Variant_013695	24	8	1
Variant_013696	10	3	1
Variant_013697	120	185	126
Variant_013698	58	116	64
Variant_013699	57	101	67
Variant_013700	43	38	17
Variant_013701	80	95	57
Variant_013702	52	50	15
Variant_013703	46	17	18
Variant_013704	18	12	4
Variant_013705	78	91	48
Variant_013706	49	94	55
Variant_013707	40	15	7
Variant_013708	19	55	24
Variant_013709	79	34	20
Variant_013710	43	5	9
Variant_013711	39	12	15
Variant_013712	22	26	30
Variant_013713	80	57	44
Variant_013714	45	64	30
Variant_013715	48	46	26
Variant_013716	22	13	6
Variant_013717	60	33	19
Variant_013718	40	39	10
Variant_013719	30	41	20
Variant_013720	9	14	10
Variant_013721	82	105	66
Variant_013722	43	28	15
Variant_013723	30	27	20
Variant_013724	11	17	13
Variant_013725	65	24	30
Variant_013726	27	32	18
Variant_013727	34	20	9
Variant_013728	15	23	13
Variant_013729	115	115	77
Variant_013730	54	70	38
Variant_013731	46	73	52
Variant_013732	22	43	22
Variant_013733	86	40	38
Variant_013734	29	12	2
Variant_013735	32	18	10
Variant_013736	16	15	6
Variant_013737	77	97	65
Variant_013738	29	19	15
Variant_013739	32	34	20
Variant_013740	14	8	7
Variant_013741	41	44	10
Variant_013742	29	8	10
Variant_013743	28	8	6
Variant_013744	11	0	0
Variant_013745	105	62	26
Variant_013746	40	56	33
Variant_013747	36	22	8
Variant_013748	23	15	13
Variant_013749	60	36	23
Variant_013750	24	7	9
Variant_013751	34	23	13
Variant_013752	18	14	5
Variant_013753	60	28	15
Variant_013754	26	19	12
Variant_013755	22	9	6
Variant_013756	16	11	7
Variant_013757	46	8	5
Variant_013758	25	8	6
Variant_013759	26	5	4
Variant_013760	10	1	2
Variant_013761	213	286	147
Variant_013762	108	96	57
Variant_013763	96	101	64
Variant_013764	95	60	35
Variant_013765	148	111	58
Variant_013766	78	70	43
Variant_013767	90	88	42
Variant_013768	48	30	28
Variant_013769	143	235	136
Variant_013770	77	71	44
Variant_013771	42	43	26
Variant_013772	32	18	12
Variant_013773	119	69	36
Variant_013774	71	37	21
Variant_013775	60	35	22
Variant_013776	40	10	5
Variant_013777	152	100	67
Variant_013778	84	103	71
Variant_013779	68	53	32
Variant_013780	45	44	32
Variant_013781	147	94	48
Variant_013782	53	49	16
Variant_013783	50	24	13
Variant_013784	31	30	27
Variant_013785	125	118	69
Variant_013786	54	56	31
Variant_013787	50	40	22
Variant_013788	37	30	11
Variant_013789	113	44	28
Variant_013790	60	36	12
Variant_013791	49	7	8
Variant_013792	32	11	6
Variant_013793	181	216	126
Variant_013794	82	74	47
Variant_013795	79	111	53
Variant_013796	59	31	29
Variant_013797	141	63	34
Variant_013798	54	34	17
Variant_013799	68	22	16
Variant_013800	30	12	12
Variant_013801	126	103	59
Variant_013802	53	52	28
Variant_013803	51	37	20
Variant_013804	28	13	13
Variant_013805	77	38	24
Variant_013806	43	12	6
Variant_013807	32	9	3
Variant_013808	22	11	13
Variant_013809	170	71	39
Variant_013810	70	46	44
Variant_013811	81	20	12
Variant_013812	48	16	8
Variant_013813	115	48	24
Variant_013814	50	15	8
Variant_013815	51	23	13
Variant_013816	33	21	9
Variant_013817	113	77	51
Variant_013818	49	48	25
Variant_013819	42	37	22
Variant_013820	31	10	12
Variant_013821	70	28	17
Variant_013822	31	7	6
Variant_013823	47	1	1
Variant_013824	19	6	4
Variant_013825	60	89	48
Variant_013826	43	87	60
Variant_013827	21	52	23
Variant_013828	30	42	22
Variant_013829	69	49	46
Variant_013830	31	42	34
Variant_013831	30	32	25
Variant_013832	16	37	18
Variant_013833	47	46	13
Variant_013834	28	23	21
Variant_013835	15	13	6
Variant_013836	14	8	6
Variant_013837	54	53	28
Variant_013838	29	11	8
Variant_013839	17	4	5
Variant_013840	11	7	5
Variant_013841	48	35	25
Variant_013842	18	22	10
Variant_013843	21	19	12
Variant_013844	10	17	13
Variant_013845	33	10	5
Variant_013846	19	13	10
Variant_013847	22	11	3
Variant_013848	10	18	11
Variant_013849	36	29	17
Variant_013850	17	11	12
Variant_013851	16	4	2
Variant_013852	12	20	14
Variant_013853	23	16	10
Variant_013854	18	22	9
Variant_013855	17	5	1
Variant_013856	4	0	1
Variant_013857	57	37	14
Variant_013858	30	30	15
Variant_013859	26	41	21
Variant_013860	26	39	19
Variant_013861	38	31	25
Variant_013862	20	22	12
Variant_013863	28	16	4
Variant_013864	1	1	0
Variant_013865	28	6	7
Variant_013866	10	19	22
Variant_013867	16	14	8
Variant_013868	5	2	2
Variant_013869	29	4	3
Variant_013870	12	9	6
Variant_013871	10	3	2
Variant_013872	7	3	0
Variant_013873	41	28	21
Variant_013874	21	14	10
Variant_013875	25	28	18
Variant_013876	18	23	9
Variant_013877	36	11	8
Variant_013878	19	12	4
Variant_013879	20	6	2
Variant_013880	10	26	12
Variant_013881	40	15	6
Variant_013882	22	10	6
Variant_013883	15	10	4
Variant_013884	5	5	1
Variant_013885	24	6	3
Variant_013886	8	7	7
Variant_013887	11	0	0
Variant_013888	4	2	2
Variant_013889	130	180	69
Variant_013890	61	95	55
Variant_013891	52	83	54
Variant_013892	54	63	27
Variant_013893	90	97	63
Variant_013894	62	59	27
Variant_013895	43	62	29
Variant_013896	21	87	44
Variant_013897	94	90	48
Variant_013898	36	21	14
Variant_013899	39	22	15
Variant_013900	21	16	15
Variant_013901	73	41	36
Variant_013902	53	24	16
Variant_013903	37	37	30
Variant_013904	18	9	7
Variant_013905	78	64	52
Variant_013906	39	39	20
Variant_013907	45	49	34
Variant_013908	24	45	22
Variant_013909	80	58	29
Variant_013910	35	26	16
Variant_013911	29	19	23
Variant_013912	15	19	7
Variant_013913	77	45	21
Variant_013914	27	21	18
Variant_013915	38	17	11
Variant_013916	19	9	9
Variant_013917	57	24	19
Variant_013918	27	18	13
Variant_013919	27	16	12
Variant_013920	14	12	6
Variant_013921	99	77	65
Variant_013922	50	35	26
Variant_013923	55	28	15
Variant_013924	26	74	35
Variant_013925	88	48	32
Variant_013926	33	66	28
Variant_013927	37	35	21
Variant_013928	25	7	8
Variant_013929	77	33	21
Variant_013930	33	30	24
Variant_013931	33	22	16
Variant_013932	16	14	6
Variant_013933	44	20	12
Variant_013934	33	4	12
Variant_013935	30	14	11
Variant_013936	13	1	0
Variant_013937	85	43	29
Variant_013938	47	28	19
Variant_013939	42	17	8
Variant_013940	21	11	4
Variant_013941	53	39	19
Variant_013942	27	18	6
Variant_013943	31	5	2
Variant_013944	10	8	5
Variant_013945	76	19	7
Variant_013946	30	17	10
Variant_013947	31	15	12
Variant_013948	12	3	1
Variant_013949	55	20	11
Variant_013950	20	6	3
Variant_013951	22	5	4
Variant_013952	10	9	5
Variant_013953	125	206	127
Variant_013954	71	128	81
Variant_013955	59	83	60
Variant_013956	45	36	18
Variant_013957	117	115	73
Variant_013958	65	70	32
Variant_013959	48	45	22
Variant_013960	33	54	36
Variant_013961	72	64	34
Variant_013962	39	40	19
Variant_013963	23	23	11
Variant_013964	28	32	15
Variant_013965	79	57	31
Variant_013966	41	19	20
Variant_013967	39	30	13
Variant_013968	21	5	0
Variant_013969	67	114	60
Variant_013970	40	54	33
Variant_013971	56	30	24
Variant_013972	24	32	19
Variant_013973	64	74	44
Variant_013974	42	26	26
Variant_013975	18	14	13
Variant_013976	20	26	18
Variant_013977	68	57	36
Variant_013978	26	25	7
Variant_013979	23	15	6
Variant_013980	22	9	2
Variant_013981	54	27	6
Variant_013982	23	8	3
Variant_013983	32	11	2
Variant_013984	7	3	4
Variant_013985	90	77	45
Variant_013986	48	42	29
Variant_013987	56	84	56
Variant_013988	36	63	34
Variant_013989	66	68	49
Variant_013990	33	35	25
Variant_013991	28	17	9
Variant_013992	19	17	4
Variant_013993	70	25	12
Variant_013994	29	33	20
Variant_013995	24	14	9
Variant_013996	12	32	15
Variant_013997	47	18	14
Variant_013998	11	7	8
Variant_013999	35	21	19
Variant_014000	13	7	2
Variant_014001	87	47	36
Variant_014002	65	51	32
Variant_014003	46	17	16
Variant_014004	25	26	21
Variant_014005	55	19	12
Variant_014006	46	24	25
Variant_014007	36	23	7
Variant_014008	26	10	11
Variant_014009	62	24	21
Variant_014010	34	19	17
Variant_014011	16	11	6
Variant_014012	11	6	1
Variant_014013	29	14	8
